[INFO ][memory ] Running with 32 bit heap and compressed references.
[INFO ][memory ] GC mode: Static, strategy: Generational Parallel Mark & Sweep
[INFO ][memory ] heap size: 65540K, maximal heap size: 2097152K, nursery size: 32770K
[INFO ][memory ] <s>-<end>: GC <before>K-><after>K (<heap>K), <pause> ms
[INFO ][memory ] <s/start> - start time of collection (seconds since jvm start)
[INFO ][memory ] <end>     - end time of collection (seconds since jvm start)
[INFO ][memory ] <before>  - memory used by objects before collection (KB)
[INFO ][memory ] <after>   - memory used by objects after collection (KB)
[INFO ][memory ] <heap>    - size of heap after collection (KB)
[INFO ][memory ] <pause>   - total sum of pauses during collection (milliseconds)
[INFO ][memory ]             run with -Xverbose:gcpause to see individual pauses
[INFO ][memory ] 1.514: parallel nursery GC 171345K->171373K (221792K), 0.724 ms
[INFO ][memory ] 1.515: parallel nursery GC 171409K->171437K (221792K), 0.681 ms
[INFO ][memory ] 1.515: parallel nursery GC 171473K->171501K (221792K), 0.673 ms
[INFO ][memory ] 1.516: parallel nursery GC 171537K->171565K (221792K), 0.693 ms
[INFO ][memory ] 1.517: parallel nursery GC 171601K->171629K (221792K), 0.733 ms
[INFO ][memory ] 1.518: parallel nursery GC 171665K->171693K (221792K), 0.678 ms
[INFO ][memory ] 1.519: parallel nursery GC 171729K->171757K (221792K), 0.664 ms
[INFO ][memory ] 1.519: parallel nursery GC 171793K->171821K (221792K), 0.681 ms
[INFO ][memory ] 1.520: parallel nursery GC 171857K->171885K (221792K), 0.888 ms
[INFO ][memory ] 1.521: parallel nursery GC 171921K->171949K (221792K), 1.705 ms
[INFO ][memory ] 1.523: parallel nursery GC 171985K->172013K (221792K), 0.690 ms
[INFO ][memory ] 1.524: parallel nursery GC 172049K->172077K (221792K), 0.671 ms
[INFO ][memory ] 1.524: parallel nursery GC 172113K->172141K (221792K), 0.673 ms
[INFO ][memory ] 1.525: parallel nursery GC 172177K->172205K (221792K), 0.677 ms
[INFO ][memory ] 1.526: parallel nursery GC 172241K->172269K (221792K), 0.685 ms
[INFO ][memory ] 1.527: parallel nursery GC 172305K->172333K (221792K), 0.676 ms
